mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	slur
121	121	1451/6	1451/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	1172		
121	121	240	240	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1173		
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1174		
122	122	242	242	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	1175		4
122	122	1453/6	1453/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	1176		4
122	122	727/3	727/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	1177		
122	122	485/2	485/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	1178		5
122	122	728/3	728/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	1179		5
122	122	1457/6	1457/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	1180		
122	122	243	243	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	1181		6
122	122	1459/6	1459/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	1182		6
122	122	730/3	730/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	1183		
122	122	487/2	487/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	1184		7
122	122	731/3	731/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	1185		7
122	122	1463/6	1463/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	1186		
122	122	242	242	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1187		
122	122	487/2	487/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1188		
123	123	244	244	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	1189		8
123	123	1465/6	1465/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	1190		8
123	123	733/3	733/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	1191		
123	123	489/2	489/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	1192		9
123	123	734/3	734/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	1193		9
123	123	1469/6	1469/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	1194		
123	123	245	245	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	1195		10
123	123	1471/6	1471/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	1196		10
123	123	736/3	736/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	1197		
123	123	491/2	491/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	1198		11
123	123	737/3	737/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	1199		11
123	123	1475/6	1475/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	1200		
123	123	244	244	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1201		
123	123	489/2	489/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1202		
123	123	245	245	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1203		
123	123	491/2	491/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1204		
124	124	246	246	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	1205		12
124	124	1477/6	1477/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	1206		12
124	124	739/3	739/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	1207		
124	124	493/2	493/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	1208		13
124	124	740/3	740/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	1209		13
124	124	1481/6	1481/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	1210		
124	124	247	247	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	1211		14
124	124	1483/6	1483/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	1212		14
124	124	742/3	742/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	1213		
124	124	495/2	495/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	1214		15
124	124	743/3	743/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	1215		15
124	124	1487/6	1487/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	1216		
124	124	246	246	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1217		
124	124	493/2	493/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1218		
124	124	247	247	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1219		
124	124	495/2	495/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1220		
125	125	248	248	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	1221		
125	125	1489/6	1489/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	1222		
125	125	745/3	745/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	1223		
125	125	497/2	497/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	1224		
125	125	746/3	746/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	1225		
125	125	1493/6	1493/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	1226		
125	125	249	249	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1227	ornamentTrill	
125	125	248	248	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1228		
125	125	249	249	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1229		
125	125	997/4	997/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1230		
125	125	499/2	499/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1231		
125	125	999/4	999/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1232		
126	126	250	250	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	1233		
126	126	1501/6	1501/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	1234		
126	126	751/3	751/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	1235		
126	126	501/2	501/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	1236		
126	126	752/3	752/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	1237		
126	126	1505/6	1505/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	1238		
126	126	251	251	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	1239		
126	126	1507/6	1507/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	1240		
126	126	754/3	754/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	1241		
126	126	503/2	503/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	1242		
126	126	755/3	755/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	1243		
126	126	1511/6	1511/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	1244		
126	126	250	250	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1245		
126	126	503/2	503/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1246		
127	127	252	252	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	1247		
127	127	1513/6	1513/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	1248		
127	127	757/3	757/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	1249		
127	127	505/2	505/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	1250		
127	127	758/3	758/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	1251		
127	127	1517/6	1517/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	1252		
127	127	253	253	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	1253		
127	127	1519/6	1519/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	1254		
127	127	760/3	760/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	1255		
127	127	507/2	507/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	1256		
127	127	761/3	761/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	1257		
127	127	1523/6	1523/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	1258		
127	127	252	252	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1259		
127	127	507/2	507/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1260		
128	128	254	254	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	1261		
128	128	1525/6	1525/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	1262		
128	128	763/3	763/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	1263		
128	128	509/2	509/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	1264		
128	128	764/3	764/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	1265		
128	128	1529/6	1529/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	1266		
128	128	255	255	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	1267		
128	128	1531/6	1531/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	1268		
128	128	766/3	766/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	1269		
128	128	511/2	511/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	1270		
128	128	767/3	767/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	1271		
128	128	1535/6	1535/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	1272		
128	128	254	254	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1273		
128	128	509/2	509/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1274		
128	128	255	255	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1275		
128	128	511/2	511/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1276		
129	129	256	256	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	1277		
129	129	1537/6	1537/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	1278		
129	129	769/3	769/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	1279		
129	129	513/2	513/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	1280		
129	129	770/3	770/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	1281		
129	129	1541/6	1541/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	1282		
129	129	257	257	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	1283		
129	129	1543/6	1543/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	1284		
129	129	772/3	772/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	1285		
129	129	515/2	515/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	1286		
129	129	773/3	773/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	1287		
129	129	1547/6	1547/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	1288		
129	129	256	256	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1289		
129	129	513/2	513/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1290		
129	129	257	257	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1291		
129	129	515/2	515/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1292		
130	130	258	258	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1293		
130	130	258	258	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1294		
130	130	517/2	517/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1295		
130	130	259	259	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1296		
130	130	519/2	519/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1297		
131	131	260	260	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1298		
131	131	521/2	521/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1299		
131	131	261	261	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1300		
131	131	523/2	523/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1301		
131	131	260	260	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	1302		
131	131	1561/6	1561/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	1303		
131	131	781/3	781/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	1304		
131	131	521/2	521/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	1305		
131	131	782/3	782/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	1306		
131	131	1565/6	1565/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	1307		
131	131	261	261	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	1308		
131	131	1567/6	1567/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	1309		
131	131	784/3	784/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	1310		
131	131	523/2	523/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	1311		
131	131	785/3	785/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	1312		
131	131	1571/6	1571/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	1313		
132	132	262	262	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1314		
132	132	525/2	525/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1315		
132	132	263	263	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1316		
132	132	527/2	527/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1317		
132	132	262	262	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	1318		
132	132	1573/6	1573/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	1319		
132	132	787/3	787/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	1320		
132	132	525/2	525/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	1321		
132	132	788/3	788/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	1322		
132	132	1577/6	1577/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	1323		
132	132	263	263	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	1324		
132	132	1579/6	1579/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	1325		
132	132	790/3	790/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	1326		
132	132	527/2	527/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	1327		
132	132	791/3	791/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	1328		
132	132	1583/6	1583/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	1329		
133	133	264	264	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1330		
133	133	529/2	529/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1331		
133	133	265	265	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1332		
133	133	531/2	531/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1333		
133	133	264	264	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	1334		
133	133	1585/6	1585/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	1335		
133	133	793/3	793/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	1336		
133	133	529/2	529/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	1337		
133	133	794/3	794/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	1338		
133	133	1589/6	1589/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	1339		
133	133	265	265	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	1340		
133	133	1591/6	1591/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	1341		
133	133	796/3	796/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	1342		
133	133	531/2	531/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	1343		
133	133	797/3	797/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	1344		
133	133	1595/6	1595/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	1345		
134	134	266	266	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1346		
134	134	533/2	533/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1347		
134	134	267	267	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1348		
134	134	535/2	535/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1349		
134	134	266	266	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	1350		
134	134	1597/6	1597/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	1351		
134	134	799/3	799/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	1352		
134	134	533/2	533/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	1353		
134	134	800/3	800/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	1354		
134	134	1601/6	1601/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	1355		
134	134	267	267	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	1356		
134	134	1603/6	1603/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	1357		
134	134	802/3	802/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	1358		
134	134	535/2	535/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	1359		
134	134	803/3	803/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	1360		
134	134	1607/6	1607/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	1361		
135	135	268	268	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1362		
135	135	537/2	537/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1363		
135	135	1075/4	1075/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1364		
135	135	269	269	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1365		
135	135	268	268	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1366		
135	135	537/2	537/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1367		
135	135	269	269	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1368		
135	135	1077/4	1077/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1369		
135	135	539/2	539/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1370		
135	135	1079/4	1079/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1371		
136	136	270	270	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1372		
136	136	541/2	541/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1373		
136	136	271	271	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1374		
136	136	543/2	543/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1375		
136	136	270	270	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	1376		
136	136	1621/6	1621/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	1377		
136	136	811/3	811/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	1378		
136	136	541/2	541/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	1379		
136	136	812/3	812/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	1380		
136	136	1625/6	1625/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	1381		
136	136	271	271	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	1382		
136	136	1627/6	1627/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	1383		
136	136	814/3	814/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	1384		
136	136	543/2	543/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	1385		
136	136	815/3	815/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	1386		
136	136	1631/6	1631/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	1387		
137	137	272	272	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1388		
137	137	545/2	545/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1389		
137	137	273	273	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1390		
137	137	547/2	547/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1391		
137	137	272	272	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	1392		
137	137	1633/6	1633/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	1393		
137	137	817/3	817/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	1394		
137	137	545/2	545/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	1395		
137	137	818/3	818/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	1396		
137	137	1637/6	1637/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	1397		
137	137	273	273	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	1398		
137	137	1639/6	1639/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	1399		
137	137	820/3	820/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	1400		
137	137	547/2	547/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	1401		
137	137	821/3	821/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	1402		
137	137	1643/6	1643/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	1403		
138	138	274	274	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1404		
138	138	549/2	549/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1405		
138	138	275	275	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	1406		
138	138	1651/6	1651/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	1407		
138	138	826/3	826/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	1408		
138	138	551/2	551/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	1409		
138	138	827/3	827/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	1410		
138	138	1655/6	1655/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	1411		
138	138	274	274	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	1412		
138	138	1645/6	1645/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	1413		
138	138	823/3	823/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	1414		
138	138	549/2	549/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	1415		
138	138	824/3	824/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	1416		
138	138	1649/6	1649/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	1417		
138	138	275	275	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	1418		
138	138	1651/6	1651/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	1419		
138	138	826/3	826/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	1420		
138	138	551/2	551/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	1421		
138	138	827/3	827/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	1422		
138	138	1655/6	1655/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	1423		
139	139	276	276	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	1424		
139	139	1657/6	1657/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	1425		
139	139	829/3	829/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	1426		
139	139	553/2	553/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	1427		
139	139	830/3	830/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	1428		
